created_at|latitude|longitude
2016-11-16 06:34:27|1.398110|103.873312
2016-11-16 06:34:37|1.398110|103.873312
2016-11-16 06:34:47|1.398152|103.873189
2016-11-16 06:34:58|1.398152|103.873189
2016-11-16 06:35:09|1.398152|103.873189
2016-11-16 06:35:19|1.398152|103.873189
2016-11-16 06:35:19|1.398152|103.873189
2016-11-16 06:35:30|1.398152|103.873189
2016-11-16 06:35:40|1.398152|103.873189
2016-11-16 06:35:51|1.398152|103.873189
2016-11-16 06:36:01|1.398152|103.873189
2016-11-16 06:36:12|1.398152|103.873189
2016-11-16 06:36:23|1.398152|103.873189
2016-11-16 06:36:34|1.398152|103.873189
2016-11-16 06:36:44|1.398152|103.873189
2016-11-16 06:36:54|1.398152|103.873189
2016-11-16 06:37:05|1.398152|103.873189
2016-11-16 06:37:15|1.398152|103.873189
2016-11-16 06:37:26|1.398152|103.873189
2016-11-16 06:37:37|1.398152|103.873189
2016-11-16 06:37:47|1.398152|103.873189
2016-11-16 06:37:58|1.398152|103.873189
2016-11-16 06:38:08|1.398152|103.873189
2016-11-16 06:38:18|1.398152|103.873189
2016-11-16 06:38:28|1.398152|103.873189
2016-11-16 06:38:39|1.398152|103.873189
2016-11-16 06:38:39|1.398152|103.873189
2016-11-16 06:38:50|1.398152|103.873189
2016-11-16 06:39:00|1.398152|103.873189
2016-11-16 06:39:11|1.398152|103.873189
2016-11-16 06:39:21|1.398152|103.873189
2016-11-16 06:39:31|1.398175|103.873195
2016-11-16 06:39:42|1.398178|103.873195
2016-11-16 06:39:53|1.398178|103.873195
2016-11-16 06:40:04|1.398178|103.873195
2016-11-16 06:40:14|1.398179|103.873196
2016-11-16 06:40:25|1.398179|103.873196
2016-11-16 06:40:35|1.398188|103.873195
2016-11-16 06:40:46|1.398188|103.873195
2016-11-16 06:40:56|1.398188|103.873195
2016-11-16 06:41:07|1.398198|103.873195
2016-11-16 06:41:18|1.398198|103.873195
2016-11-16 06:41:28|1.398195|103.873195
2016-11-16 06:41:38|1.398195|103.873195
2016-11-16 06:41:49|1.398195|103.873195
2016-11-16 06:41:59|1.398195|103.873195
2016-11-16 06:41:59|1.398195|103.873195
2016-11-16 06:42:10|1.398195|103.873195
2016-11-16 06:42:20|1.398195|103.873195
2016-11-16 06:42:31|1.398195|103.873195
2016-11-16 06:42:42|1.398195|103.873195
2016-11-16 06:42:53|1.398195|103.873195
2016-11-16 06:43:04|1.398195|103.873195
2016-11-16 06:43:14|1.398195|103.873195
2016-11-16 06:43:24|1.398195|103.873195
2016-11-16 06:43:35|1.398195|103.873195
