created_at|latitude|longitude
2016-11-16 06:34:10|1.389170|103.910163
2016-11-16 06:34:10|1.389170|103.910163
2016-11-16 06:34:20|1.389170|103.910163
2016-11-16 06:34:31|1.390925|103.911091
2016-11-16 06:34:41|1.390925|103.911091
2016-11-16 06:34:51|1.390925|103.911091
2016-11-16 06:35:01|1.390925|103.911091
2016-11-16 06:35:11|1.390925|103.911091
2016-11-16 06:35:11|1.390925|103.911091
2016-11-16 06:35:31|1.390925|103.911091
2016-11-16 06:35:41|1.390925|103.911091
2016-11-16 06:35:51|1.390925|103.911091
2016-11-16 06:36:01|1.390925|103.911091
2016-11-16 06:36:01|1.390925|103.911091
2016-11-16 06:36:21|1.390925|103.911091
2016-11-16 06:36:21|1.390925|103.911091
2016-11-16 06:36:41|1.390852|103.911091
2016-11-16 06:36:51|1.390852|103.911091
2016-11-16 06:36:51|1.390852|103.911091
2016-11-16 06:37:11|1.390925|103.911091
2016-11-16 06:37:11|1.390925|103.911091
2016-11-16 06:37:31|1.390925|103.911091
2016-11-16 06:37:41|1.390925|103.911091
2016-11-16 06:37:51|1.390925|103.911091
2016-11-16 06:38:01|1.390925|103.911091
2016-11-16 06:38:11|1.390925|103.911091
2016-11-16 06:38:21|1.390925|103.911091
2016-11-16 06:38:21|1.390925|103.911091
2016-11-16 06:38:41|1.390925|103.911091
2016-11-16 06:38:51|1.390925|103.911091
2016-11-16 06:38:51|1.390925|103.911091
2016-11-16 06:39:11|1.390852|103.911091
2016-11-16 06:39:21|1.390925|103.911091
2016-11-16 06:39:21|1.390925|103.911091
2016-11-16 06:39:41|1.390925|103.911091
2016-11-16 06:39:51|1.390925|103.911091
2016-11-16 06:39:51|1.390925|103.911091
2016-11-16 06:40:11|1.390925|103.911091
2016-11-16 06:40:21|1.390925|103.911091
2016-11-16 06:40:33|1.390925|103.911091
2016-11-16 06:40:43|1.390925|103.911091
2016-11-16 06:40:43|1.390925|103.911091
2016-11-16 06:41:03|1.390925|103.911091
2016-11-16 06:41:13|1.390925|103.911091
2016-11-16 06:41:23|1.390925|103.911091
2016-11-16 06:41:33|1.390925|103.911091
2016-11-16 06:41:43|1.390925|103.911091
2016-11-16 06:41:53|1.390925|103.911091
2016-11-16 06:42:04|1.390925|103.911091
2016-11-16 06:42:14|1.390925|103.911091
2016-11-16 06:42:24|1.390925|103.911091
2016-11-16 06:42:45|1.389829|103.910680
2016-11-16 06:42:45|1.389829|103.910680
2016-11-16 06:43:06|1.390925|103.911091
2016-11-16 06:43:16|1.390925|103.911091
2016-11-16 06:43:27|1.389024|103.910366
2016-11-16 06:43:47|1.388915|103.910321
2016-11-16 06:43:47|1.388915|103.910321
2016-11-16 06:44:07|1.389155|103.911085
2016-11-16 06:44:07|1.389155|103.911085
2016-11-16 06:44:27|1.389061|103.910561
2016-11-16 06:44:33|1.389083|103.910384
2016-11-16 06:44:54|1.389277|103.910955
2016-11-16 06:45:04|1.389505|103.911249
2016-11-16 06:45:04|1.389505|103.911249
2016-11-16 06:45:24|1.388878|103.910276
2016-11-16 06:45:34|1.389025|103.910276
2016-11-16 06:45:45|1.388989|103.910230
2016-11-16 06:45:55|1.388878|103.910276
2016-11-16 06:45:55|1.388878|103.910276
2016-11-16 06:46:11|1.388829|103.911446
2016-11-16 06:46:25|1.389062|103.910140
2016-11-16 06:46:37|1.389107|103.910365
2016-11-16 06:46:37|1.389107|103.910365
2016-11-16 06:46:53|1.387710|103.909641
2016-11-16 06:47:05|1.389260|103.910453
2016-11-16 06:47:15|1.389260|103.910453
2016-11-16 06:47:25|1.389042|103.909516
2016-11-16 06:47:36|1.389035|103.909612
2016-11-16 06:47:47|1.388956|103.909526
2016-11-16 06:47:57|1.389060|103.909392
2016-11-16 06:48:29|1.389143|103.909163
2016-11-16 06:48:29|1.389143|103.909163
2016-11-16 06:48:51|1.389135|103.908767
2016-11-16 06:49:01|1.389130|103.908748
2016-11-16 06:49:12|1.388993|103.908564
2016-11-16 06:49:23|1.388938|103.908437
2016-11-16 06:49:33|1.388836|103.908348
2016-11-16 06:49:43|1.388753|103.908278
2016-11-16 06:49:43|1.388753|103.908278
2016-11-16 06:49:54|1.388661|103.908161
2016-11-16 06:50:05|1.388639|103.908098
2016-11-16 06:50:15|1.388635|103.908012
2016-11-16 06:50:25|1.388642|103.907920
2016-11-16 06:50:35|1.388680|103.907827
2016-11-16 06:50:46|1.388718|103.907747
2016-11-16 06:50:56|1.388772|103.907668
2016-11-16 06:51:06|1.388814|103.907600
2016-11-16 06:51:16|1.388845|103.907428
2016-11-16 06:51:27|1.388872|103.907296
2016-11-16 06:51:38|1.388865|103.907271
2016-11-16 06:51:48|1.388875|103.907266
2016-11-16 06:51:59|1.388883|103.907259
2016-11-16 06:51:59|1.388883|103.907259
2016-11-16 06:52:10|1.388953|103.907208
2016-11-16 06:52:20|1.388965|103.907197
2016-11-16 06:52:31|1.388965|103.907197
